45161
Date/Time (UTC),Wind_Speed (kts),Wind_Gust (kts),Wind_from_Direction (degrees_true),Water_Temperature_at_Surface (fahrenheit),Significant_Wave_Height (ft),Significant_Wave_Period (s),significant_wave_from_direction (degrees_true),Air_Temperature (fahrenheit),Air_Pressure (mb),Thermistor_String_at_1m (fahrenheit),Thermistor_String_at_22m (fahrenheit)
06/30/2021 13:40:00,4.29394256,5.371996224,282.104,66.6968,0.4593176,2.29,14.73,63.1796,1018.912,66.704,-17966.2
06/30/2021 14:00:00,4.378888368,4.95290432,275.493,66.7112,0.3937008,2.17,15.29,63.1382,1018.965,66.704,-17966.2
06/30/2021 14:20:00,5.254588288,5.829187392,275.73,66.911,0.3608924,2.09,0.58,62.609,1018.995,66.902,-17966.2
06/30/2021 14:40:00,5.229707136,6.019683712,273.39,67.037,0.3608924,2.18,116.46,62.4452,1018.985,67.028,-17966.2
06/30/2021 15:00:00,5.315041712,6.133981504,285.632,67.1306,0.3937008,2.03,152.45,62.7134,1019.06,67.136,-17966.2
06/30/2021 15:20:00,4.197139328,5.14340064,272.583,67.2908,0.3937008,2.01,48.36,63.266,1019.13,67.298,-17966.2
06/30/2021 15:40:00,3.689797088,4.457613888,266.302,67.3826,0.3608924,2.05,26.0,64.0292,1019.083,67.388,-17966.2
06/30/2021 16:00:00,3.235327296,4.229018304,277.41,67.3934,0.3937008,2.05,0.0,64.3442,1019.0,67.388,-17966.2
06/30/2021 16:20:00,3.547896768,4.343316096,273.968,67.577,0.328084,2.08,173.21,65.0822,1018.962,67.586,-17966.2
06/30/2021 16:40:00,3.592410704,4.229018304,264.676,67.6256,0.492126,2.25,99.73,65.4836,1018.975,67.622,-17966.2
06/30/2021 17:00:00,3.175651408,4.076621248,265.911,67.6508,0.3608924,2.14,91.43,65.6906,1018.9,67.658,-17966.2
06/30/2021 17:20:00,4.651803504,5.7148896,261.293,67.5572,0.4265092,2.16,277.1,65.5016,1018.643,67.55,-17966.2
06/30/2021 17:40:00,5.316013632,6.324477824,265.952,67.4078,0.3608924,2.07,0.0,65.7428,1018.568,67.406,-17966.2
06/30/2021 18:00:00,5.362471408,6.362577088,251.664,67.4654,0.328084,2.02,200.82,65.7626,1018.477,67.46,-17966.2
06/30/2021 18:20:00,6.863504656,8.077043968,256.476,67.5608,0.3608924,1.85,125.64,65.8922,1018.355,67.568,-17966.2
06/30/2021 18:40:00,6.713245824,8.038944704,262.437,68.5022,0.4593176,1.99,96.35,66.1892,1018.225,68.504,-17966.2
06/30/2021 19:00:00,7.245857984,8.458036608,264.833,68.6552,0.3937008,1.85,224.67,66.4448,1018.003,68.648,-17966.2
06/30/2021 19:20:00,7.134670336,8.724731456,268.023,68.8802,0.4593176,1.79,255.21,66.299,1017.957,68.882,-17966.2
06/30/2021 19:40:00,3.696406144,5.676790336,332.606,68.684,0.5249344,1.95,266.66,66.8876,1018.07,68.684,-17966.2
06/30/2021 20:00:00,2.623989616,4.914805056,313.183,68.414,0.4593176,2.06,314.82,67.5518,1018.085,68.414,-17966.2
06/30/2021 20:20:00,2.669475472,4.19091904,320.061,68.7866,0.492126,2.03,299.16,68.2016,1018.157,68.792,-17966.2
06/30/2021 20:40:00,3.513685184,5.029102848,333.359,68.756,0.4593176,2.14,259.34,67.6832,1018.035,68.756,-17966.2
06/30/2021 21:00:00,3.670553072,5.067202112,344.055,68.7506,0.4265092,2.02,192.1,67.8488,1017.733,68.756,-17966.2
06/30/2021 21:20:00,2.514940192,3.962323456,319.405,68.1782,0.4593176,2.3,59.62,69.0044,1017.55,68.18,-17966.2
06/30/2021 21:40:00,3.362454432,4.457613888,292.072,68.3384,0.5249344,2.36,0.0,69.4364,1017.403,68.342,-17966.2
06/30/2021 22:00:00,3.669386768,4.267117568,272.43,68.2556,0.4593176,2.11,184.12,68.9378,1017.325,68.252,-17966.2
06/30/2021 22:20:00,2.843060384,3.42893376,284.798,68.7416,0.4593176,2.02,15.6,69.5786,1017.053,68.738,-17966.2
06/30/2021 22:40:00,2.43757536,3.162238912,-9999.0,69.476,0.4593176,1.9,0.0,70.034,1016.98,69.476,-17966.2
06/30/2021 23:00:00,1.353690176,1.981161728,281.605,69.1124,0.4593176,1.88,195.78,71.9366,1016.853,69.116,-17966.2
06/30/2021 23:20:00,0.37224536,1.33347424,207.84,68.8496,0.492126,1.92,181.16,74.0066,1016.685,68.846,-17966.2
07/01/2021 00:00:00,0.1263496,0.914382336,335.712,67.9514,0.5249344,2.02,121.11,77.4716,1016.34,67.946,-17966.2
07/01/2021 00:20:00,0.616974816,1.409672768,292.757,67.9262,0.5249344,2.22,167.28,72.2336,1016.528,67.928,-17966.2
07/01/2021 00:40:00,1.929649968,2.47645216,269.292,67.7426,0.4265092,1.92,83.79,70.5614,1016.548,67.748,-17966.2
07/01/2021 01:00:00,3.6252616,4.229018304,272.976,67.9676,0.4593176,2.18,242.34,68.9918,1016.47,67.964,-17966.2
07/01/2021 01:20:00,4.198888784,4.876705792,280.018,67.6976,0.2952756,2.13,226.79,68.3132,1016.26,67.694,-17966.2
07/01/2021 01:40:00,4.291804336,5.067202112,311.89,67.7732,0.328084,2.17,14.75,68.0576,1016.293,67.766,-17966.2
07/01/2021 02:00:00,4.665410384,5.867286656,298.42,67.7894,0.3608924,2.21,0.99,68.468,1016.342,67.784,-17966.2
07/01/2021 02:20:00,4.410961728,5.7148896,311.871,68.3834,0.328084,2.33,326.63,68.6714,1016.582,68.378,-17966.2
07/01/2021 02:40:00,5.913744432,7.391257216,325.199,68.5256,0.4265092,2.74,304.57,68.918,1016.617,68.522,-17966.2
07/01/2021 03:00:00,4.94610088,5.943485184,295.932,68.4914,0.328084,2.16,237.52,68.837,1016.645,68.486,-17966.2
07/01/2021 03:20:00,3.55819912,4.610010944,308.507,69.539,0.328084,1.94,277.6,68.6588,1016.247,69.548,-17966.2
07/01/2021 03:40:00,-19436.45616,-19436.45616,-9999.0,-17966.2,0.4593176,-9999.0,-9999.0,-17966.2,-9999.0,-17966.2,-17966.2
07/01/2021 04:00:00,5.475602896,8.229441024,331.303,70.6352,0.328084,2.16,60.76,68.9234,1016.167,70.628,-17966.2
07/01/2021 04:20:00,6.051951456,7.505555008,334.645,70.4768,0.2952756,2.13,140.65,68.9684,1016.228,70.484,-17966.2
07/01/2021 04:40:00,4.542170928,6.172080768,334.359,70.3742,0.328084,2.0,149.23,68.882,1016.282,70.376,-17966.2
07/01/2021 05:00:00,9.156847088,11.544076992,344.79,70.2896,0.3937008,1.78,92.01,68.9216,1016.57,70.286,-17966.2
07/01/2021 05:20:00,8.777992672,10.705893184,351.201,70.1258,0.4265092,1.75,0.0,68.846,1016.5,70.124,-17966.2
07/01/2021 05:40:00,8.086957552,10.134404224,0.544,69.854,0.4593176,1.79,221.15,68.8622,1016.465,69.854,-17966.2
07/01/2021 06:00:00,6.720632416,7.962746176,359.004,69.5354,0.492126,1.88,156.5,68.9018,1016.345,69.53,-17966.2
07/01/2021 06:20:00,7.485533456,9.220021888,351.337,69.5552,0.5249344,1.93,4.33,68.774,1016.212,69.548,-17966.2
07/01/2021 06:40:00,5.2823852,7.391257216,3.314,69.2996,0.5249344,1.91,202.38,68.27,1016.155,69.296,-17966.2
07/01/2021 07:00:00,7.808210896,9.258121152,9.203,69.3104,0.492126,1.93,191.49,68.1854,1016.085,69.314,-17966.2
07/01/2021 07:20:00,8.475725552,9.829610112,11.701,69.1358,0.5249344,1.88,201.18,68.0576,1015.85,69.134,-17966.2
07/01/2021 07:40:00,9.47233232,11.696474048,5.845,69.1448,0.5249344,1.9,0.0,67.5518,1015.663,69.152,-17966.2
07/01/2021 08:00:00,8.658057744,10.515396864,13.803,69.3374,0.5577428,1.96,130.57,67.2278,1015.555,69.332,-17966.2
07/01/2021 08:20:00,8.847193376,10.28680128,13.188,69.3752,0.4593176,1.92,296.24,66.9506,1015.457,69.368,-17966.2
07/01/2021 08:40:00,6.6187752,8.38183808,1.439,69.5678,0.4593176,1.89,323.13,66.7976,1015.503,69.566,-17966.2
07/01/2021 09:00:00,7.290177536,9.258121152,353.152,69.5696,0.4265092,1.92,97.62,66.8768,1015.47,69.566,-17966.2
07/01/2021 09:20:00,7.422941808,8.534235136,2.007,69.4634,0.4265092,1.9,27.2,67.253,1015.625,69.458,-17966.2
07/01/2021 09:40:00,8.943024688,10.820190976,1.224,69.4562,0.4265092,1.9,197.43,66.7706,1015.803,69.458,-17966.2
07/01/2021 10:00:00,7.732789904,9.677213056,-9999.0,69.368,0.3937008,1.84,0.0,65.9516,1015.9,69.368,-17966.2
07/01/2021 10:20:00,8.681772592,10.591595392,352.519,69.1934,0.4593176,1.91,257.72,65.5502,1016.005,69.188,-17966.2
07/01/2021 10:40:00,8.055467344,10.172503488,8.697,69.0026,0.5249344,1.89,221.44,64.8644,1016.082,69.008,-17966.2
07/01/2021 11:00:00,8.236827616,10.743992448,12.334,68.9252,0.5905512,2.0,262.12,64.8284,1016.078,68.918,-17966.2
07/01/2021 11:20:00,6.5070044,8.534235136,33.382,68.846,0.7217848,2.2,131.48,64.7564,1016.092,68.846,-17966.2
07/01/2021 11:40:00,7.279097648,8.610433664,13.097,68.7506,0.6889764,2.34,23.51,64.8896,1016.138,68.756,-17966.2
07/01/2021 12:00:00,8.75408344,11.086885824,357.623,68.7272,0.7874016,2.32,286.3,65.6672,1016.178,68.72,-17966.2
07/01/2021 12:20:00,9.899393968,11.353580672,357.71,68.5922,0.82021,2.29,320.17,65.5664,1016.17,68.594,-17966.2
07/01/2021 12:40:00,9.288056288,10.629694656,350.563,68.594,0.8858268,2.32,0.0,66.0416,1016.31,68.594,-17966.2
07/01/2021 13:00:00,7.561731984,9.14382336,336.205,68.5148,0.9186352,2.32,324.13,65.984,1016.467,68.522,-17966.2
07/01/2021 13:20:00,7.49544704,8.305639552,320.857,68.5058,0.9514436,2.56,39.9,65.9228,1016.605,68.504,-17966.2
07/01/2021 13:40:00,8.057799952,9.71531232,318.79,68.603,0.9186352,2.71,0.0,66.1406,1016.75,68.612,-17966.2
07/01/2021 14:00:00,9.329265696,10.896389504,322.924,68.549,0.82021,2.38,0.0,66.0614,1016.81,68.54,-17966.2
07/01/2021 14:20:00,11.697834736,13.563337984,322.719,68.4086,0.9186352,2.39,0.0,66.0758,1016.86,68.414,-17966.2
07/01/2021 14:40:00,11.22178832,14.66821664,322.732,68.378,1.148294,2.52,0.0,65.8796,1016.892,68.378,-17966.2
07/01/2021 15:00:00,11.946063104,14.47772032,328.171,68.2232,1.2795276,2.58,0.0,65.8778,1016.932,68.216,-17966.2
07/01/2021 15:20:00,12.204788208,14.896812224,323.76,68.0828,1.5748032,2.71,0.0,66.515,1017.048,68.09,-17966.2
07/01/2021 15:40:00,9.231879312,13.106146816,8.738,68.1944,1.7716536,2.95,321.43,71.1446,1017.053,68.198,-17966.2
07/01/2021 16:00:00,12.3239456,17.90665408,17.356,68.1386,1.64042,2.89,321.6,71.663,1016.987,68.144,-17966.2
07/01/2021 16:20:00,11.17124848,14.553918848,34.714,68.1134,1.5748032,2.79,0.0,71.9132,1016.895,68.108,-17966.2
07/01/2021 16:40:00,7.994042,11.772672576,19.404,68.3438,1.5091864,2.81,0.0,72.3218,1016.92,68.342,-17966.2
07/01/2021 17:00:00,-19436.45616,12.76325344,2.655,-17966.2,1.6076116,2.93,-9999.0,72.3614,1016.837,-17966.2,-17966.2
07/01/2021 17:20:00,9.203693632,13.791933568,343.457,68.5166,1.5419948,2.95,320.35,71.1032,1016.822,68.522,-17966.2
07/01/2021 17:40:00,17.21950664,20.57360256,326.661,68.6552,1.8372704,2.97,0.0,67.0298,1016.673,68.648,-17966.2
07/01/2021 18:00:00,16.457910128,19.925915072,324.521,68.4194,2.5590552,3.23,0.0,66.9038,1016.627,68.414,-17966.2
07/01/2021 18:20:00,18.254795824,22.707161344,325.055,68.1836,-32805.11916,-9999.0,-9999.0,66.6608,1016.408,68.18,-17966.2
07/01/2021 18:40:00,18.022895712,21.373687104,323.511,68.1368,3.4776904,3.76,0.0,66.641,1016.408,68.144,-17966.2
07/01/2021 19:00:00,20.658937136,24.726422336,327.648,67.9892,3.3792652,3.69,0.0,65.7986,1016.355,67.982,-17966.2
07/01/2021 19:20:00,21.318287664,24.916918656,328.059,67.7678,3.7073492,3.89,0.0,64.8104,1016.553,67.766,-17966.2
07/01/2021 19:40:00,21.027683584,25.221712768,328.328,67.5104,3.9698164,3.93,0.0,64.8986,1016.635,67.514,-17966.2
07/01/2021 20:00:00,21.604420912,25.259812032,327.635,67.442,3.937008,3.9,0.0,64.0364,1016.69,67.442,-17966.2
07/01/2021 20:20:00,20.568354192,24.878819392,322.79,67.4276,4.265092,4.05,0.0,63.4532,1016.723,67.424,-17966.2
07/01/2021 20:40:00,20.964897552,24.95501792,328.392,67.2782,4.265092,4.09,0.0,63.3938,1016.51,67.28,-17966.2
07/01/2021 21:00:00,21.80113752,26.09799584,327.472,67.1774,3.7401576,3.85,0.0,63.4964,1016.515,67.172,-17966.2
07/01/2021 21:20:00,21.621526704,26.85998112,329.072,66.803,3.9698164,3.87,0.0,63.7934,1016.467,66.812,-17966.2
07/01/2021 21:40:00,20.726971536,24.535926016,328.78,66.5798,3.7401576,3.86,0.0,63.7592,1016.315,66.578,-17966.2
07/01/2021 22:00:00,20.405654784,24.154933376,329.046,66.3422,3.9041996,3.89,0.0,63.9302,1016.332,66.344,-17966.2
07/01/2021 22:20:00,20.320125824,24.231131904,329.538,66.0128,4.0354332,3.98,0.0,63.9932,1016.283,66.02,-17966.2
07/01/2021 22:40:00,20.267836528,23.316749568,331.102,65.8022,3.7073492,3.7,0.0,64.2398,1016.308,65.804,-17966.2
07/01/2021 23:00:00,18.510410784,22.897657664,330.879,65.5916,3.444882,3.65,0.0,64.409,1016.397,65.588,-17966.2
07/01/2021 23:20:00,18.782354,22.745260608,330.471,65.3144,3.4776904,3.78,0.0,64.634,1016.418,65.318,-17966.2
07/02/2021 00:00:00,16.277327392,19.583021696,333.995,65.066,3.2152232,3.67,0.0,64.751,1016.545,65.066,-17966.2
07/02/2021 00:20:00,-19436.45616,19.049632,333.097,65.0516,2.624672,3.46,0.0,64.6664,1016.498,65.048,-17966.2
07/02/2021 00:40:00,15.289467904,18.0971504,334.863,64.9292,2.6574804,3.42,0.0,64.7636,1016.6,64.922,-17966.2
07/02/2021 01:00:00,15.040267616,18.592440832,339.549,64.958,2.1653544,3.21,0.0,64.643,1016.74,64.958,-17966.2
07/02/2021 01:20:00,13.910313424,17.1446688,340.139,64.652,2.2637796,3.15,0.0,64.256,1016.695,64.652,-17966.2
07/02/2021 01:40:00,12.325111904,16.077889408,346.592,64.5818,1.9028872,3.09,0.0,64.2632,1016.788,64.58,-17966.2
07/02/2021 02:00:00,11.780253552,13.868132096,352.101,64.6376,1.7388452,2.93,0.0,64.0292,1017.038,64.634,-17966.2
07/02/2021 02:20:00,13.96065888,17.220867328,359.026,64.6088,1.5748032,2.9,0.0,63.7394,1017.142,64.616,-17966.2
07/02/2021 02:40:00,12.64856688,15.544499712,354.585,64.4954,1.4435696,2.74,324.63,63.3992,1017.398,64.49,-17966.2
07/02/2021 03:00:00,12.485673088,16.687477632,13.518,64.3244,1.312336,2.74,0.0,63.203,1017.592,64.328,-17966.2
07/02/2021 03:20:00,13.384699088,17.944753344,16.137,64.3784,1.312336,2.63,0.0,62.8898,1017.825,64.382,-17966.2
07/02/2021 03:40:00,12.412195936,15.887393088,25.92,64.2776,1.0826772,2.45,324.7,62.5388,1017.852,64.274,-17966.2
07/02/2021 04:00:00,12.333081648,16.077889408,25.355,64.5836,0.9514436,2.42,314.73,62.2076,1017.76,64.58,-17966.2
07/02/2021 04:20:00,11.972499328,15.201606336,20.228,64.4846,0.8858268,2.45,0.0,61.979,1017.543,64.49,-17966.2
07/02/2021 04:40:00,12.312088176,16.38268352,23.672,64.3406,0.8530184,2.41,325.7,61.79,1017.685,64.346,-17966.2
07/02/2021 05:00:00,12.851309392,17.1446688,27.739,64.2002,0.8530184,2.44,0.0,61.6514,1017.71,64.202,-17966.2
07/02/2021 05:20:00,12.788912128,17.297065856,27.055,64.1822,0.7874016,2.28,10.28,61.6028,1017.795,64.184,-17966.2
07/02/2021 05:40:00,12.97318816,17.678058496,28.079,64.0418,0.8530184,2.18,0.0,61.2968,1017.86,64.04,-17966.2
07/02/2021 06:00:00,12.568675056,16.1921872,31.551,63.7826,0.8530184,2.16,0.0,61.1816,1017.938,63.788,-17966.2
07/02/2021 06:20:00,11.471182992,15.087308544,35.937,63.356,0.8530184,2.16,-9999.0,-17966.2,1018.01,63.356,-17966.2
07/02/2021 06:40:00,12.569452592,15.925492352,39.363,62.7368,0.8530184,2.17,312.49,60.6596,1017.93,62.744,-17966.2
07/02/2021 07:00:00,11.599282048,15.315904128,44.942,62.2562,0.8858268,2.24,313.32,60.2834,1017.98,62.258,-17966.2
07/02/2021 07:20:00,12.059000208,15.506400448,48.684,61.043,0.7874016,2.17,313.68,59.8856,1017.955,61.052,-17966.2
07/02/2021 07:40:00,9.67157592,13.258543872,45.149,59.9648,0.7874016,2.26,325.31,59.6498,1018.145,59.972,-17966.2
07/02/2021 08:00:00,10.374468464,14.134826944,41.182,60.3968,0.7545932,2.24,301.61,59.2988,1018.14,60.404,-17966.2
07/02/2021 08:20:00,7.495835808,9.105724096,38.334,60.1088,0.7545932,2.31,309.72,58.8092,1018.308,60.116,-17966.2
07/02/2021 08:40:00,7.77924768,10.134404224,36.189,59.1944,0.7217848,2.38,291.95,58.4798,1018.458,59.198,-17966.2
07/02/2021 09:00:00,6.946895392,9.486716736,33.247,59.333,0.6889764,2.42,295.56,58.2476,1018.487,59.342,-17966.2
07/02/2021 09:20:00,6.77233856,9.105724096,21.386,59.5256,0.656168,2.41,308.01,58.0856,1018.52,59.522,-17966.2
07/02/2021 09:40:00,5.731995392,7.04836384,359.39,59.5976,0.7545932,2.45,312.55,57.425,1018.688,59.594,-17966.2
07/02/2021 10:00:00,5.163616576,7.162661632,357.892,59.6822,0.7217848,2.72,288.27,56.8418,1018.755,59.684,-17966.2
07/02/2021 10:20:00,7.895100544,9.486716736,23.069,59.738,0.7217848,2.67,285.55,56.8418,1018.697,59.738,-17966.2
07/02/2021 10:40:00,8.11261624,9.71531232,25.877,59.8496,0.656168,2.58,259.9,57.011,1018.987,59.846,-17966.2
07/02/2021 11:00:00,8.089095776,9.677213056,19.249,60.3248,0.6889764,2.52,268.79,57.4322,1019.262,60.332,-17966.2
07/02/2021 11:20:00,6.177717904,7.23886016,1.688,60.7532,0.7217848,2.48,275.38,57.7436,1019.462,60.746,-17966.2
07/02/2021 11:40:00,4.601458048,6.057782976,354.226,61.1204,0.7545932,2.67,299.84,58.1036,1019.52,61.124,-17966.2
07/02/2021 12:00:00,5.323400224,6.895966784,351.241,61.736,0.7217848,2.69,292.73,58.1126,1019.685,61.736,-17966.2
07/02/2021 12:20:00,6.61488752,7.734150592,3.884,61.6478,0.7545932,2.54,292.99,58.2908,1019.652,61.646,-17966.2
07/02/2021 12:40:00,5.303184288,6.514974144,356.922,61.6982,0.7874016,2.68,280.3,58.6832,1019.688,61.7,-17966.2
07/02/2021 13:00:00,5.304544976,6.362577088,335.353,62.204,0.7217848,2.5,299.61,59.3402,1019.847,62.204,-17966.2
07/02/2021 13:20:00,6.157890736,7.276959424,328.743,62.6864,0.7874016,2.63,263.93,60.152,1019.815,62.69,-17966.2
07/02/2021 13:40:00,7.293093296,8.343738816,330.883,62.654,0.8858268,2.75,298.02,59.8748,1019.925,62.654,-17966.2
07/02/2021 14:00:00,7.321862128,9.067624832,321.634,62.492,0.9186352,2.59,317.48,60.0278,1019.815,62.492,-17966.2
07/02/2021 14:20:00,8.004538736,9.601014528,326.36,62.51,0.8858268,2.46,284.88,60.1358,1019.777,62.51,-17966.2
07/02/2021 14:40:00,7.571645568,8.839029248,324.557,62.6396,0.8858268,2.41,273.08,60.5804,1019.8,62.636,-17966.2
07/02/2021 15:00:00,9.015141152,10.401099072,325.227,62.6882,0.984252,2.5,258.2,61.1078,1019.777,62.69,-17966.2
07/02/2021 15:20:00,10.992998352,13.106146816,319.206,62.87,1.0170604,2.31,273.14,61.1348,1019.798,62.87,-17966.2
07/02/2021 15:40:00,12.043838256,14.401521792,323.856,63.0914,1.1811024,2.46,289.9,61.5038,1019.808,63.086,-17966.2
07/02/2021 16:00:00,13.326578272,15.506400448,322.501,63.14,1.2467192,2.45,282.03,61.0754,1019.582,63.14,-17966.2
07/02/2021 16:20:00,14.362450608,16.611279104,325.326,63.1328,1.4435696,2.51,315.45,60.7568,1019.533,63.14,-17966.2
07/02/2021 16:40:00,15.265753056,17.563760704,326.797,63.203,1.4435696,2.59,0.0,60.8324,1019.335,63.212,-17966.2
07/02/2021 17:00:00,13.983207424,17.106569536,322.906,63.176,1.5091864,2.55,327.36,60.8306,1019.467,63.176,-17966.2
07/02/2021 17:20:00,15.360806832,17.982852608,323.22,63.3434,1.5748032,2.54,0.0,60.9314,1019.245,63.338,-17966.2
07/02/2021 17:40:00,16.804302416,19.849716544,327.545,63.5108,1.7060368,2.61,327.33,60.9116,1019.025,63.518,-17966.2
07/02/2021 18:00:00,16.410480432,19.392525376,327.571,63.5126,1.7388452,2.64,323.65,60.917,1018.805,63.518,-17966.2
07/02/2021 18:20:00,17.314560416,20.154510656,325.043,63.6188,1.804462,2.65,0.0,60.8504,1018.705,63.626,-17966.2
07/02/2021 18:40:00,17.12134272,20.306907712,324.226,63.5324,1.8372704,2.69,0.0,60.836,1018.633,63.536,-17966.2
07/02/2021 19:00:00,17.214841424,20.116411392,324.793,63.6638,2.0013124,2.82,0.0,60.998,1018.63,63.662,-17966.2
07/02/2021 19:20:00,17.008794384,20.725999616,326.371,63.7736,1.9028872,2.75,0.0,61.1186,1018.527,63.77,-17966.2
07/02/2021 19:40:00,18.013954048,21.830878272,327.24,63.8456,1.9356956,2.7,0.0,61.1636,1018.597,63.842,-17966.2
07/02/2021 20:00:00,17.676697808,21.221290048,325.731,63.8168,1.968504,2.71,0.0,61.0646,1018.537,63.824,-17966.2
07/02/2021 20:20:00,16.424864848,19.735418752,326.33,63.8366,1.8372704,2.7,0.0,61.3958,1018.172,63.842,-17966.2
07/02/2021 20:40:00,14.867849008,17.449462912,325.16,63.7862,1.7388452,2.61,0.0,61.4012,1018.0,63.788,-17966.2
07/02/2021 21:00:00,15.424176016,18.363845248,324.632,63.554,1.6076116,2.63,0.0,61.6946,1017.835,63.554,-17966.2
07/02/2021 21:20:00,16.320869408,19.43062464,324.696,63.2498,1.5748032,2.6,326.99,61.4282,1017.61,63.248,-17966.2
07/02/2021 21:40:00,15.31162768,17.868554816,327.057,63.1544,1.476378,2.55,0.0,61.583,1017.7,63.158,-17966.2
07/02/2021 22:00:00,14.217828912,17.71615776,330.06,62.6144,1.476378,2.5,0.0,61.5164,1017.675,62.618,-17966.2
07/02/2021 22:20:00,13.938499104,16.496981312,329.766,62.4524,1.3451444,2.56,0.0,61.4534,1017.668,62.456,-17966.2
07/02/2021 22:40:00,13.629622928,16.76367616,331.642,61.9466,1.312336,2.52,325.37,61.4318,1017.653,61.952,-17966.2
07/02/2021 23:00:00,14.109945792,16.95417248,329.96,61.439,1.4435696,2.64,0.0,61.205,1017.67,61.448,-17966.2
07/02/2021 23:20:00,14.724199232,17.601859968,330.815,61.0268,1.3451444,2.47,0.0,61.2518,1017.825,61.034,-17966.2
07/03/2021 00:00:00,13.38722608,15.43020192,331.508,59.7668,1.312336,2.45,0.0,60.4832,1017.715,59.774,-17966.2
07/03/2021 00:20:00,12.209453424,14.325323264,337.39,59.0936,1.3451444,2.45,308.59,60.1664,1017.47,59.09,-17966.2
07/03/2021 00:40:00,9.888897232,12.153665216,335.854,59.081,1.3451444,2.52,0.0,59.7794,1017.455,59.072,-17966.2
07/03/2021 01:00:00,9.157624624,10.896389504,333.618,58.8884,1.2467192,2.55,295.16,59.4824,1017.27,58.892,-17966.2
07/03/2021 01:20:00,8.5334576,10.210602752,335.402,58.5194,1.1154856,2.4,305.68,59.162,1017.188,58.514,-17966.2
07/03/2021 01:40:00,7.419054128,8.458036608,336.943,57.9326,1.0170604,2.38,320.99,58.8902,1017.155,57.938,-17966.2
07/03/2021 02:00:00,6.373462592,7.886547648,339.219,57.7364,0.8858268,2.5,50.05,58.5824,1017.188,57.74,-17966.2
07/03/2021 02:20:00,6.6041964,7.543654272,328.524,57.515,0.7545932,2.37,325.28,58.6274,1017.21,57.524,-17966.2
07/03/2021 02:40:00,5.090528192,5.7148896,338.101,57.1244,0.7874016,2.7,315.86,58.5446,1017.123,57.128,-17966.2
07/03/2021 03:00:00,4.379665904,5.371996224,330.043,57.0488,-32805.11916,-9999.0,-9999.0,58.4024,1016.99,57.056,-17966.2
07/03/2021 03:20:00,4.927051248,5.676790336,331.907,56.876,0.6889764,2.73,325.98,58.3538,1017.17,56.876,-17966.2
07/03/2021 03:40:00,5.418842768,6.438775616,333.226,56.8598,0.6233596,2.63,3.4,58.7138,1017.237,56.858,-17966.2
07/03/2021 04:00:00,4.76143608,5.600591808,344.008,56.4872,0.6233596,2.53,257.39,58.523,1017.28,56.48,-17966.2
07/03/2021 04:20:00,3.442151872,4.19091904,359.345,56.2388,0.6233596,2.47,270.23,58.4078,1017.14,56.246,-17966.2
07/03/2021 04:40:00,1.011963104,2.438352896,57.422,54.6944,0.6889764,2.19,272.82,56.7176,1017.372,54.698,-17966.2
07/03/2021 05:00:00,2.025092512,2.743147008,351.115,54.1778,0.7874016,1.96,250.31,57.7814,1017.375,54.176,-17966.2
07/03/2021 05:20:00,1.383625312,1.71446688,2.598,54.5162,0.7545932,2.04,299.35,58.532,1017.235,54.518,-17966.2
07/03/2021 05:40:00,0.691423888,2.019260992,74.214,56.903,0.7217848,2.45,158.67,58.3358,1017.198,56.912,-17966.2
07/03/2021 06:00:00,0.0,0.076198528,137.488,57.7922,0.656168,2.37,260.83,57.0758,1017.135,-17966.2,-17966.2
07/03/2021 06:20:00,4.225519392,6.438775616,293.704,58.0784,0.6233596,2.77,307.65,58.5626,1017.137,58.082,-17966.2
07/03/2021 06:40:00,4.81489168,6.09588224,316.944,58.5698,0.4593176,2.52,218.65,58.2782,1016.938,58.568,-17966.2
07/03/2021 07:00:00,4.42903944,5.448194752,313.883,58.7822,0.492126,2.61,262.49,58.7228,1016.725,58.784,-17966.2
07/03/2021 07:20:00,1.67073048,3.314635968,243.825,59.2232,0.5249344,2.66,188.55,58.613,1016.505,59.216,-17966.2
07/03/2021 07:40:00,2.042198304,2.47645216,307.159,59.4644,0.5905512,2.14,236.94,58.721,1016.585,59.468,-17966.2
07/03/2021 08:00:00,2.985155088,3.848025664,307.089,59.567,0.5577428,2.47,5.13,59.0594,1016.452,59.558,-17966.2
07/03/2021 08:20:00,4.141934272,4.648110208,343.564,59.6462,0.4265092,2.58,274.63,58.883,1016.63,59.648,-17966.2
07/03/2021 08:40:00,2.921202752,3.390834496,335.558,59.7668,0.4265092,2.45,239.9,58.5896,1016.493,59.774,-17966.2
07/03/2021 09:00:00,4.173230096,5.295797696,316.721,59.3708,0.492126,2.6,299.99,58.5374,1016.412,59.378,-17966.2
07/03/2021 09:20:00,2.855695344,3.581330816,6.804,59.3708,0.4265092,2.37,179.85,58.4402,1016.612,59.378,-17966.2
07/03/2021 09:40:00,2.10031912,2.895544064,321.108,59.396,0.5249344,2.09,164.9,58.6688,1016.455,59.396,-17966.2
07/03/2021 10:00:00,4.750356192,6.28637856,293.483,59.1854,0.5249344,2.27,232.62,60.1934,1016.628,59.18,-17966.2
07/03/2021 10:20:00,6.355968032,7.772249856,281.859,59.5238,0.5249344,2.18,244.25,61.0232,1016.717,59.522,-17966.2
