45161
Date/Time (UTC),Wind_Speed (kts),Wind_Gust (kts),Wind_from_Direction (degrees_true),Water_Temperature_at_Surface (fahrenheit),Significant_Wave_Height (ft),Significant_Wave_Period (s),significant_wave_from_direction (degrees_true),Air_Temperature (fahrenheit),Air_Pressure (mb),Thermistor_String_at_1m (fahrenheit),Thermistor_String_at_22m (fahrenheit)
06/01/2021 21:40:00,3.648004528,4.19091904,144.725,53.9654,0.5577428,2.26,84.08,56.1488,1022.375,53.96,-17966.2
06/01/2021 22:00:00,2.08185264,2.514551424,134.268,53.2868,0.5577428,2.17,71.66,56.8544,1022.21,53.294,-17966.2
06/01/2021 22:20:00,2.9303388,3.848025664,150.596,53.0942,0.5577428,2.17,95.05,56.5826,1022.215,53.096,-17966.2
06/01/2021 22:40:00,2.770749536,3.162238912,121.735,53.0474,0.5905512,2.13,188.95,57.0056,1021.915,53.042,-17966.2
06/01/2021 23:00:00,2.95560872,3.276536704,139.985,53.6036,0.5249344,2.05,17.41,57.5348,1021.585,53.6,-17966.2
06/01/2021 23:20:00,1.676756384,1.981161728,113.312,53.6216,0.4593176,2.18,303.08,58.8596,1021.412,53.618,-17966.2
06/02/2021 00:00:00,3.527875216,3.771827136,129.421,53.8934,0.4265092,2.11,173.16,58.3106,1021.215,53.888,-17966.2
06/02/2021 00:20:00,3.396471632,3.771827136,121.929,53.852,0.492126,2.22,37.58,58.5014,1021.128,53.852,-17966.2
06/02/2021 00:40:00,3.313664048,3.505132288,134.111,53.7926,0.3937008,2.03,78.27,58.9496,1021.098,53.798,-17966.2
06/02/2021 01:00:00,2.736149184,2.933643328,135.624,54.1724,0.3608924,2.02,51.5,58.0766,1020.938,54.176,-17966.2
06/02/2021 01:20:00,1.474208256,2.362154368,77.959,54.1796,0.328084,2.02,113.82,56.8814,1020.748,54.176,-17966.2
06/02/2021 01:40:00,1.96036264,2.400253632,89.897,53.8106,0.3608924,2.04,123.4,58.9262,1020.517,53.816,-17966.2
06/02/2021 02:00:00,2.29470312,2.819345536,115.555,53.7728,0.328084,2.05,0.0,59.5724,1020.533,53.78,-17966.2
06/02/2021 02:20:00,3.846470592,4.305216832,151.095,53.8088,0.328084,2.06,207.01,57.704,1020.49,53.816,-17966.2
06/02/2021 02:40:00,2.940835536,3.390834496,151.139,53.8934,0.2952756,1.99,12.91,57.1514,1020.525,53.888,-17966.2
06/02/2021 03:00:00,3.423296624,3.771827136,119.805,-17966.2,-32805.11916,2.21,308.47,56.03,1020.567,53.834,-17966.2
06/02/2021 03:20:00,0.0,0.0,276.428,53.8268,0.2952756,2.21,105.82,55.031,1020.797,53.834,-17966.2
06/02/2021 03:40:00,1.409089616,1.790665408,107.548,53.8214,0.2952756,2.01,269.01,56.5358,1020.625,53.816,-17966.2
06/02/2021 04:00:00,2.095265136,2.324055104,118.739,53.8934,0.2952756,2.24,211.18,56.4998,1020.54,53.888,-17966.2
06/02/2021 04:20:00,2.225113648,2.8574448,83.409,53.924,0.3608924,2.47,0.0,55.2812,1020.358,53.924,-17966.2
06/02/2021 04:40:00,2.374206176,3.276536704,69.972,53.834,0.2624672,2.17,269.15,56.6024,1020.275,53.834,-17966.2
06/02/2021 05:00:00,2.805155504,3.04794112,77.302,53.7638,0.2624672,2.05,41.71,56.372,1020.15,53.762,-17966.2
06/02/2021 05:20:00,4.780096944,5.410095488,66.438,53.7188,0.2296588,2.27,205.28,55.814,1020.042,53.726,-17966.2
06/02/2021 05:40:00,3.732950336,4.114720512,113.335,53.1644,0.1968504,2.23,44.64,55.8806,1019.915,53.168,-17966.2
06/02/2021 06:00:00,3.638285328,4.457613888,63.619,53.4668,0.2296588,2.46,186.14,55.2668,1019.832,53.474,-17966.2
06/02/2021 06:20:00,3.233189072,3.695628608,102.266,53.5172,0.1968504,2.67,176.29,55.5728,1019.69,53.51,-17966.2
06/02/2021 06:40:00,3.334463136,3.848025664,68.939,53.5532,0.2296588,2.56,0.0,55.5386,1019.535,53.546,-17966.2
06/02/2021 07:00:00,4.411350496,4.762408,98.04,53.2634,0.1968504,2.44,71.12,55.3946,1019.293,53.258,-17966.2
06/02/2021 07:20:00,5.112882352,5.7148896,101.739,53.3858,0.1968504,2.16,82.17,56.1218,1019.29,53.384,-17966.2
06/02/2021 07:40:00,5.220376704,5.638691072,82.988,53.0888,0.1968504,2.19,258.39,55.5836,1019.348,53.096,-17966.2
06/02/2021 08:00:00,4.345259936,5.105301376,148.66,53.2742,0.1968504,2.11,304.15,55.3532,1019.43,53.276,-17966.2
06/02/2021 08:20:00,5.59923112,7.315058688,135.054,53.393,0.2296588,1.99,202.75,55.0166,1019.498,53.384,-17966.2
06/02/2021 08:40:00,3.599214144,4.152819776,119.425,53.4308,0.2296588,1.82,68.9,55.031,1019.315,53.438,-17966.2
06/02/2021 09:00:00,3.11791936,3.962323456,106.421,53.474,0.2296588,1.88,198.58,55.1354,1018.982,53.474,-17966.2
06/02/2021 09:20:00,6.314175472,7.848448384,139.284,53.4722,0.2296588,1.88,273.59,55.085,1018.503,53.474,-17966.2
06/02/2021 09:40:00,3.58735672,4.229018304,114.391,53.4722,0.2296588,1.95,245.74,55.4036,1018.562,53.474,-17966.2
06/02/2021 10:00:00,1.98854832,2.590749952,42.083,53.4938,0.2624672,1.72,0.0,55.3856,1018.495,53.492,-17966.2
06/02/2021 10:20:00,4.158456912,5.067202112,48.095,53.4308,0.328084,1.72,186.6,55.8338,1018.52,53.438,-17966.2
06/02/2021 10:40:00,3.610488416,4.495713152,61.988,53.5046,0.3608924,1.74,143.47,55.6358,1018.498,53.51,-17966.2
06/02/2021 11:00:00,4.792926288,6.28637856,77.231,53.5262,0.328084,1.85,272.76,55.3082,1018.553,53.528,-17966.2
06/02/2021 11:20:00,4.1695368,5.600591808,77.885,53.465,0.3608924,1.74,268.54,55.6718,1018.665,53.474,-17966.2
06/02/2021 11:40:00,4.40182568,5.410095488,73.456,53.4812,0.2952756,1.84,155.97,56.8868,1018.712,53.474,-17966.2
06/02/2021 12:00:00,2.847336832,4.991003584,81.727,53.555,0.4593176,1.72,189.91,58.4132,1018.6,53.546,-17966.2
06/02/2021 12:20:00,5.227180144,6.248279296,77.269,53.6018,0.4265092,1.77,234.52,58.1108,1018.688,53.6,-17966.2
06/02/2021 12:40:00,5.874673248,6.438775616,82.624,53.6,0.4265092,1.82,244.99,58.8254,1018.555,53.6,-17966.2
06/02/2021 13:00:00,4.060876144,5.181499904,60.882,53.609,0.3937008,1.77,67.84,59.387,1018.51,53.618,-17966.2
06/02/2021 13:20:00,3.015284608,3.543231552,75.103,53.6018,0.3937008,1.83,0.0,60.0872,1018.388,53.6,-17966.2
06/02/2021 13:40:00,2.74956168,4.343316096,190.996,53.6414,0.4593176,1.86,284.23,62.4668,1018.565,53.636,-17966.2
06/02/2021 14:00:00,4.071956032,5.029102848,202.04,53.5874,0.328084,1.95,0.0,57.3314,1018.62,53.582,-17966.2
06/02/2021 14:20:00,3.402108768,3.581330816,240.442,53.4884,0.2952756,1.84,0.0,57.1676,1018.545,53.492,-17966.2
06/02/2021 14:40:00,2.547985472,3.581330816,244.579,53.5064,0.2624672,1.91,40.29,58.424,1018.407,53.51,-17966.2
06/02/2021 15:00:00,1.48898144,1.676367616,239.25,53.5208,0.2952756,2.04,144.65,60.8036,1018.155,53.528,-17966.2
06/02/2021 15:20:00,3.13735776,3.695628608,326.699,53.5442,0.2296588,2.35,47.27,60.836,1018.01,53.546,-17966.2
06/02/2021 15:40:00,3.671524992,4.229018304,300.925,53.5046,-32805.11916,-9999.0,-9999.0,60.521,1017.815,53.51,-17966.2
06/02/2021 16:00:00,4.40474144,4.686209472,270.82,53.456,0.1968504,2.1,118.18,62.5586,1017.665,53.456,-17966.2
06/02/2021 16:20:00,4.937742368,5.52439328,277.062,53.5676,0.2624672,4.8,29.87,61.5416,1017.545,53.564,-17966.2
06/02/2021 16:40:00,4.715950224,5.105301376,295.267,53.7368,-32805.11916,-9999.0,-9999.0,60.3536,1017.425,53.744,-17966.2
06/02/2021 17:00:00,5.814219824,6.172080768,279.245,53.4938,0.2296588,2.47,26.6,59.8964,1017.147,53.492,-17966.2
06/02/2021 17:20:00,6.323505904,6.743569728,282.797,53.4956,0.2624672,2.15,251.11,59.828,1016.803,53.492,-17966.2
06/02/2021 17:40:00,6.625967408,7.42935648,306.012,54.176,0.2624672,1.98,170.21,59.0162,1016.738,54.176,-17966.2
06/02/2021 18:00:00,7.765057648,8.686632192,288.883,55.4432,0.2952756,1.89,282.22,59.3114,1016.465,55.436,-17966.2
06/02/2021 18:20:00,5.693118592,7.276959424,335.661,55.6646,0.4265092,1.94,251.37,58.9424,1016.347,55.67,-17966.2
06/02/2021 18:40:00,6.475708576,7.772249856,331.804,55.8716,0.2952756,1.9,277.33,59.1512,1016.222,55.868,-17966.2
06/02/2021 19:00:00,6.013657808,6.781668992,329.519,56.3252,0.328084,1.89,198.91,58.7606,1016.135,56.318,-17966.2
06/02/2021 19:20:00,8.00181736,9.105724096,335.012,55.985,0.2952756,1.87,0.0,58.4114,1015.852,55.976,-17966.2
06/02/2021 19:40:00,8.570001792,9.486716736,339.148,55.5224,0.3608924,1.77,280.78,57.6878,1015.663,55.526,-17966.2
06/02/2021 20:00:00,9.553390448,11.315481408,341.262,55.3928,0.492126,2.1,310.4,57.4718,1015.398,55.4,-17966.2
06/02/2021 20:20:00,10.113993904,11.734573312,341.567,55.2686,0.4593176,1.79,80.64,57.5042,1015.095,55.274,-17966.2
06/02/2021 20:40:00,9.953238336,11.315481408,337.847,55.1102,0.492126,1.75,302.15,57.7364,1014.922,55.112,-17966.2
06/02/2021 21:00:00,9.691597472,10.66779392,338.24,54.8798,0.6233596,1.89,326.22,57.9128,1014.55,54.878,-17966.2
06/02/2021 21:20:00,10.240343504,11.391679936,337.048,54.8168,0.6233596,1.98,0.0,58.073,1014.297,54.824,-17966.2
06/02/2021 21:40:00,9.970732896,11.544076992,334.333,54.7988,0.6233596,1.95,85.7,57.8768,1014.09,54.806,-17966.2
06/02/2021 22:00:00,9.361144672,10.629694656,334.034,54.6728,0.6233596,1.97,150.63,57.758,1013.925,54.68,-17966.2
06/02/2021 22:20:00,8.609461744,9.601014528,330.65,54.7394,0.6233596,1.9,228.74,57.902,1013.663,54.734,-17966.2
06/02/2021 22:40:00,9.33917928,10.248702016,338.939,54.5882,0.656168,1.91,0.0,57.8462,1013.388,54.59,-17966.2
06/02/2021 23:00:00,8.792571472,9.753411584,337.526,54.4964,0.656168,1.91,150.52,58.118,1013.3,54.5,-17966.2
06/02/2021 23:20:00,7.218061072,8.038944704,331.785,54.482,0.6233596,1.91,205.58,57.9902,1013.217,54.482,-17966.2
06/03/2021 00:00:00,7.054000976,8.38183808,336.224,54.5252,0.492126,1.8,0.0,58.2962,1013.02,54.518,-17966.2
06/03/2021 00:20:00,8.032141264,9.639113792,337.379,54.7646,0.4593176,1.81,279.12,57.8696,1012.965,54.77,-17966.2
06/03/2021 00:40:00,8.763608256,9.639113792,335.588,54.5486,0.4593176,1.83,0.0,58.1576,1012.965,54.554,-17966.2
06/03/2021 01:00:00,8.988899312,9.982007168,339.579,54.3938,0.5249344,1.81,268.94,58.0676,1012.96,54.392,-17966.2
06/03/2021 01:20:00,8.315941904,9.791510848,337.644,54.1976,0.5577428,1.89,222.55,57.9128,1012.995,54.194,-17966.2
06/03/2021 01:40:00,8.059938176,9.105724096,339.6,54.2102,0.5905512,1.89,281.31,58.2116,1013.08,54.212,-17966.2
06/03/2021 02:00:00,6.866809184,7.81034912,350.579,54.2966,0.5577428,1.94,188.6,58.01,1013.165,54.302,-17966.2
06/03/2021 02:20:00,4.425734912,5.33389696,14.299,54.2624,0.4593176,1.89,247.8,57.5474,1013.293,54.266,-17966.2
06/03/2021 02:40:00,3.701265744,4.19091904,354.518,54.23,0.5249344,1.86,0.0,57.5852,1013.4,54.23,-17966.2
06/03/2021 03:00:00,2.751116752,4.533812416,84.422,54.2354,0.5249344,1.82,248.28,57.7454,1013.477,54.23,-17966.2
06/03/2021 03:20:00,0.900581072,1.371573504,352.931,54.248,0.5249344,1.77,247.42,60.5012,1013.375,54.248,-17966.2
06/03/2021 03:40:00,0.922157696,2.019260992,345.179,54.1868,0.4265092,1.81,287.68,59.477,1013.355,54.194,-17966.2
06/03/2021 04:00:00,3.627788592,4.686209472,343.14,54.1652,0.3937008,2.43,0.0,58.6634,1013.147,54.158,-17966.2
06/03/2021 04:20:00,3.225024944,3.505132288,359.081,54.0842,0.3937008,1.85,111.74,57.7922,1013.085,54.086,-17966.2
06/03/2021 04:40:00,3.031029712,3.467033024,30.392,54.0104,0.328084,1.84,180.96,58.1954,1013.065,54.014,-17966.2
06/03/2021 05:00:00,4.666965456,5.14340064,60.971,53.951,0.328084,1.81,222.64,57.119,1013.058,53.96,-17966.2
06/03/2021 05:20:00,4.634503328,4.876705792,105.636,53.8142,0.2952756,2.03,320.24,57.4232,1012.955,53.816,-17966.2
06/03/2021 05:40:00,4.627505504,4.991003584,61.827,53.681,0.2952756,2.02,0.0,57.3602,1012.79,53.672,-17966.2
06/03/2021 06:00:00,4.071178496,4.495713152,53.172,53.6432,0.2624672,1.81,0.0,57.9236,1012.647,53.636,-17966.2
06/03/2021 06:20:00,4.185865056,4.838606528,106.605,53.618,0.2296588,1.77,323.75,57.3692,1012.735,53.618,-17966.2
06/03/2021 06:40:00,4.00333848,5.067202112,117.518,53.591,0.2624672,2.22,2.81,57.2126,1012.595,53.582,-17966.2
06/03/2021 07:00:00,3.05280072,3.23843744,120.224,53.546,0.2296588,1.89,141.68,56.5826,1012.507,53.546,-17966.2
06/03/2021 07:20:00,0.548746032,1.257275712,109.228,53.5496,0.2296588,1.76,110.68,56.201,1012.497,53.546,-17966.2
06/03/2021 07:40:00,2.019260992,2.933643328,122.667,53.5028,0.1968504,1.86,300.41,56.0462,1012.465,53.51,-17966.2
06/03/2021 08:00:00,-19436.45616,4.724308736,-9999.0,-17966.2,-32805.11916,-9999.0,223.81,56.345,-9999.0,53.51,-17966.2
06/03/2021 08:20:00,3.177595248,4.457613888,129.99,53.483,0.164042,3.19,296.8,55.3442,1012.03,53.492,-17966.2
06/03/2021 08:40:00,2.28789968,3.467033024,119.168,53.4848,0.164042,2.25,136.04,55.3208,1012.015,53.492,-17966.2
06/03/2021 09:00:00,3.536039344,4.038521984,88.933,53.4794,0.1968504,2.05,284.98,55.5026,1011.928,53.474,-17966.2
06/03/2021 09:20:00,1.369046512,3.886124928,126.59,53.4704,0.1968504,1.99,38.54,54.9428,1011.977,53.474,-17966.2
06/03/2021 09:40:00,3.403858224,4.076621248,110.533,53.4992,0.1968504,1.9,315.61,55.5116,1012.043,53.492,-17966.2
06/03/2021 10:00:00,3.019561056,3.390834496,108.159,53.5316,0.1968504,2.97,41.83,54.707,1012.282,53.528,-17966.2
06/03/2021 10:20:00,4.358283664,6.172080768,222.235,53.5748,-32805.11916,-9999.0,-9999.0,53.8142,1012.455,53.582,-17966.2
06/03/2021 10:40:00,4.957958304,7.391257216,217.831,53.5964,0.2952756,2.42,248.55,54.1508,1012.605,53.6,-17966.2
06/03/2021 11:00:00,2.7651124,4.610010944,205.072,53.5856,0.2624672,2.3,208.31,53.8538,1012.707,53.582,-17966.2
06/03/2021 11:20:00,3.547508,4.076621248,173.414,53.6396,0.2952756,2.38,290.94,54.1058,1012.745,53.636,-17966.2
06/03/2021 11:40:00,3.218610272,4.00042272,192.346,53.6756,0.2624672,2.25,0.0,54.0626,1012.94,53.672,-17966.2
06/03/2021 12:00:00,1.599974704,2.019260992,219.168,53.753,0.2296588,2.24,194.92,54.3092,1012.91,53.762,-17966.2
06/03/2021 12:20:00,2.014401392,2.743147008,172.066,53.8178,0.2296588,2.3,281.17,54.5342,1012.977,53.816,-17966.2
06/03/2021 12:40:00,0.249005904,1.409672768,148.69,53.9024,0.2296588,2.07,43.04,61.2374,1013.168,53.906,-17966.2
06/03/2021 13:00:00,2.653730368,3.467033024,133.007,53.8628,0.2624672,2.18,0.0,55.9598,1013.327,53.87,-17966.2
06/03/2021 13:20:00,3.45614752,4.152819776,146.335,53.9204,0.2952756,2.75,289.31,55.6232,1013.455,53.924,-17966.2
06/03/2021 13:40:00,1.44718888,2.09545952,132.261,53.9348,0.2952756,2.35,317.9,57.5312,1013.435,53.942,-17966.2
06/03/2021 14:00:00,2.793103696,3.276536704,139.804,54.0392,0.2624672,2.54,104.69,56.849,1013.455,54.032,-17966.2
06/03/2021 14:20:00,3.878155184,4.57191168,137.345,54.1202,0.164042,2.36,100.2,56.3144,1013.21,54.122,-17966.2
06/03/2021 14:40:00,5.90344208,7.010264576,154.093,54.2138,0.1968504,2.4,0.0,55.5548,1013.16,54.212,-17966.2
06/03/2021 15:00:00,6.957197744,8.038944704,163.735,54.527,0.2296588,2.12,49.87,55.2614,1013.108,54.536,-17966.2
06/03/2021 15:20:00,6.90354776,7.962746176,164.207,54.7538,0.2952756,1.77,116.85,55.1534,1012.898,54.752,-17966.2
06/03/2021 15:40:00,7.853307984,8.800929984,157.089,54.8888,0.328084,1.79,224.64,55.3082,1012.702,54.896,-17966.2
06/03/2021 16:00:00,8.355985008,9.410518208,158.219,55.004,0.3937008,1.83,204.34,55.5926,1012.753,55.004,-17966.2
06/03/2021 16:20:00,8.879266736,10.401099072,154.617,55.1174,0.4593176,1.82,1.75,55.7114,1012.76,55.112,-17966.2
06/03/2021 16:40:00,8.441902736,9.71531232,157.235,55.202,0.5249344,1.89,169.52,55.8392,1012.79,55.202,-17966.2
06/03/2021 17:00:00,9.352008624,10.782091712,163.519,55.364,0.5249344,1.84,269.77,55.7996,1012.765,55.364,-17966.2
06/03/2021 17:20:00,9.997946656,11.544076992,165.943,55.4072,0.5905512,1.9,293.44,55.6214,1012.64,55.4,-17966.2
06/03/2021 17:40:00,9.549697152,10.896389504,162.903,55.4738,0.6233596,1.91,84.37,55.7546,1012.297,55.472,-17966.2
06/03/2021 18:00:00,9.6900424,11.201183616,161.526,55.6088,0.7217848,1.98,61.5,55.8806,1012.085,55.616,-17966.2
06/03/2021 18:20:00,8.805012048,10.09630496,156.661,55.6448,0.6889764,2.0,143.16,56.3504,1011.943,55.652,-17966.2
06/03/2021 18:40:00,8.107562256,9.14382336,159.604,55.7024,0.6889764,1.98,296.45,56.7374,1011.808,55.706,-17966.2
06/03/2021 19:00:00,8.20883632,9.677213056,155.719,55.8032,0.7217848,2.04,291.89,57.056,1011.715,55.796,-17966.2
06/03/2021 19:20:00,8.988121776,10.820190976,162.484,55.8392,0.7217848,2.05,303.79,57.6644,1011.497,55.832,-17966.2
06/03/2021 19:40:00,8.61898656,10.172503488,159.78,56.012,0.7217848,2.08,216.49,57.6302,1011.42,56.012,-17966.2
06/03/2021 20:00:00,8.49652464,9.601014528,161.048,56.0588,0.7545932,2.25,287.64,57.9776,1011.215,56.066,-17966.2
06/03/2021 20:20:00,9.40526984,11.201183616,165.689,56.129,0.7874016,2.1,44.89,58.1162,1011.108,56.12,-17966.2
06/03/2021 20:40:00,10.405569904,12.115565952,159.223,56.1524,0.7217848,2.05,29.03,58.2602,1010.93,56.156,-17966.2
06/03/2021 21:00:00,9.30710592,10.782091712,160.641,56.1038,0.8530184,2.18,249.92,58.1126,1010.743,56.102,-17966.2
06/03/2021 21:20:00,9.721532608,11.696474048,164.204,56.1182,0.7874016,2.17,0.0,58.7228,1010.535,56.12,-17966.2
06/03/2021 21:40:00,9.254233472,10.782091712,156.191,56.03,0.82021,2.13,284.53,58.253,1010.418,56.03,-17966.2
06/03/2021 22:00:00,8.617431488,10.324900544,158.0,56.0354,0.82021,2.1,132.64,58.2782,1010.212,56.03,-17966.2
06/03/2021 22:20:00,9.11369384,11.124985088,157.123,56.0354,0.8530184,2.23,225.44,58.0676,1010.005,56.03,-17966.2
06/03/2021 22:40:00,8.696934544,9.982007168,158.685,55.9328,0.8530184,2.17,323.05,57.8642,1009.803,55.94,-17966.2
06/03/2021 23:00:00,9.18172824,10.210602752,160.372,55.8482,0.8530184,2.17,0.0,58.0658,1009.593,55.85,-17966.2
06/03/2021 23:20:00,9.345593952,10.439198336,159.405,55.7186,0.9186352,2.17,19.54,58.487,1009.487,55.724,-17966.2
06/04/2021 00:00:00,8.307583392,9.33431968,163.099,55.5152,0.9514436,2.23,226.44,57.758,1009.592,55.508,-17966.2
06/04/2021 00:20:00,7.851947296,8.648532928,162.74,55.4396,0.8530184,2.28,211.52,57.8984,1009.68,55.436,-17966.2
06/04/2021 00:40:00,7.615381968,8.76283072,155.981,55.4504,0.9186352,2.28,57.78,57.7436,1009.628,55.454,-17966.2
06/04/2021 01:00:00,7.445684736,8.496135872,158.983,55.382,0.8530184,2.21,16.78,57.5762,1009.625,55.382,-17966.2
06/04/2021 01:20:00,7.421969888,8.76283072,145.996,55.3694,0.8530184,2.3,165.27,57.4214,1009.585,55.364,-17966.2
06/04/2021 01:40:00,10.500040528,17.944753344,265.601,55.3406,0.8858268,2.4,223.85,63.221,1010.842,55.346,-17966.2
06/04/2021 02:00:00,4.189363968,6.553073408,336.563,55.3172,0.8530184,2.26,188.05,61.5182,1011.257,55.31,-17966.2
06/04/2021 02:20:00,3.160100688,4.114720512,322.337,55.2614,0.8858268,2.32,217.73,59.8766,1011.52,55.256,-17966.2
06/04/2021 02:40:00,5.820634496,6.248279296,314.218,55.2686,0.8858268,2.26,0.0,58.8056,1011.967,55.274,-17966.2
06/04/2021 03:00:00,4.34156664,5.181499904,317.868,55.2776,0.8530184,2.44,246.53,58.1504,1011.913,55.274,-17966.2
06/04/2021 03:20:00,2.61252096,3.8099264,315.001,55.283,0.8858268,2.25,0.0,57.776,1011.997,55.292,-17966.2
06/04/2021 03:40:00,1.229090032,1.752566144,106.904,55.2632,0.9514436,2.27,284.06,57.767,1011.755,55.256,-17966.2
06/04/2021 04:00:00,2.747229072,3.467033024,118.929,55.2542,0.984252,2.36,313.51,57.5096,1011.328,55.256,-17966.2
06/04/2021 04:20:00,4.14329496,5.448194752,137.617,55.2308,0.9514436,2.39,259.31,58.3394,1011.102,55.238,-17966.2
06/04/2021 04:40:00,4.312603424,5.90538592,136.219,55.2002,0.7545932,2.45,251.96,58.9244,1010.857,55.202,-17966.2
06/04/2021 05:00:00,5.741520208,6.934066048,154.542,55.1804,0.7217848,2.55,217.05,58.0514,1010.757,55.184,-17966.2
06/04/2021 05:20:00,6.166443632,7.6198528,156.677,55.157,0.656168,2.56,238.04,57.7382,1010.605,55.166,-17966.2
06/04/2021 05:40:00,4.072927952,5.14340064,161.706,55.1156,0.6889764,2.54,211.55,58.0388,1010.475,55.112,-17966.2
06/04/2021 06:00:00,3.6447,4.38141536,135.381,55.1606,0.6233596,2.44,211.57,58.1342,1010.63,55.166,-17966.2
06/04/2021 06:20:00,3.655779888,5.067202112,163.48,55.2254,0.6233596,2.42,293.31,59.8478,1010.7,55.22,-17966.2
06/04/2021 06:40:00,2.037533088,3.61943008,222.097,55.2956,0.6233596,2.41,291.35,59.3654,1010.857,55.292,-17966.2
06/04/2021 07:00:00,2.339800208,3.962323456,159.62,55.3658,0.656168,2.46,274.5,59.612,1010.815,55.364,-17966.2
06/04/2021 07:20:00,1.529996464,3.200338176,326.602,55.4684,0.6233596,2.35,188.51,60.0296,1011.153,55.472,-17966.2
06/04/2021 07:40:00,3.601546752,6.28637856,134.923,55.4684,0.5905512,2.46,198.46,60.242,1010.805,55.472,-17966.2
06/04/2021 08:00:00,7.626461856,8.610433664,171.567,55.4108,0.5249344,2.52,183.36,59.2952,1010.462,55.418,-17966.2
06/04/2021 08:20:00,8.701794144,9.486716736,191.977,55.2776,0.492126,2.63,239.51,58.3268,1010.427,55.274,-17966.2
06/04/2021 08:40:00,8.930195344,10.28680128,200.413,55.2866,0.5249344,2.33,319.27,57.6158,1010.447,55.292,-17966.2
06/04/2021 09:00:00,10.701422352,12.153665216,205.626,55.2038,0.5577428,2.13,306.89,58.2746,1010.562,55.202,-17966.2
06/04/2021 09:20:00,9.480302064,11.353580672,204.542,55.1984,0.656168,2.08,0.0,57.7148,1010.827,55.202,-17966.2
06/04/2021 09:40:00,7.796353472,8.915227776,202.975,55.2164,0.6889764,2.08,0.56,56.8958,1010.97,55.22,-17966.2
06/04/2021 10:00:00,5.104912608,5.90538592,135.097,55.1516,0.656168,2.1,240.78,56.309,1011.13,55.148,-17966.2
06/04/2021 10:20:00,5.610699776,6.591172672,179.036,55.1012,0.6233596,2.19,270.66,56.8112,1011.23,55.094,-17966.2
06/04/2021 10:40:00,6.90743544,8.267540288,196.445,55.0094,0.6233596,2.24,218.52,56.2334,1011.275,55.004,-17966.2
06/04/2021 11:00:00,10.200689168,11.62027552,185.441,54.9572,0.7217848,2.26,213.96,56.9606,1010.888,54.95,-17966.2
06/04/2021 11:20:00,9.306328384,11.086885824,182.784,54.9374,0.82021,2.18,275.36,57.6032,1011.102,54.932,-17966.2
06/04/2021 11:40:00,6.496702048,7.848448384,167.692,54.9428,0.8858268,2.17,232.33,57.4574,1011.33,54.95,-17966.2
06/04/2021 12:00:00,7.81132104,9.067624832,147.239,54.9338,0.8858268,2.24,129.53,57.1208,1011.44,54.932,-17966.2
06/04/2021 12:20:00,7.28842808,8.877128512,194.213,54.797,0.9186352,2.23,223.46,58.5968,1011.44,54.788,-17966.2
06/04/2021 12:40:00,6.748429328,8.38183808,205.961,54.9572,0.82021,2.2,117.38,58.6904,1011.577,54.95,-17966.2
06/04/2021 13:00:00,9.070540592,13.601437248,242.829,54.932,0.8530184,2.23,245.9,59.0738,1011.577,54.932,-17966.2
06/04/2021 13:20:00,10.867426288,15.544499712,250.582,54.9752,0.8858268,2.3,67.16,59.0234,1011.637,54.968,-17966.2
06/04/2021 13:40:00,14.861434336,17.182768064,250.913,54.959,1.0170604,2.18,209.96,59.549,1011.71,54.968,-17966.2
06/04/2021 14:00:00,15.203161408,18.173348928,245.832,54.851,1.4107612,2.47,280.53,60.1304,1011.89,54.86,-17966.2
06/04/2021 14:20:00,14.278671104,16.95417248,240.909,54.6764,1.64042,2.63,222.31,59.036,1011.95,54.68,-17966.2
06/04/2021 14:40:00,14.14046408,16.57317984,241.681,54.6476,1.7060368,2.75,259.13,58.4708,1012.11,54.644,-17966.2
06/04/2021 15:00:00,10.027881792,11.582176256,234.797,54.5036,2.132546,2.85,230.38,57.3908,1012.278,54.5,-17966.2
06/04/2021 15:20:00,8.290671984,9.829610112,230.5,54.275,1.968504,2.99,233.5,56.7446,1012.355,54.284,-17966.2
06/04/2021 15:40:00,6.010936432,6.972165312,210.968,54.2768,1.804462,2.95,240.87,56.561,1012.425,54.284,-17966.2
06/04/2021 16:00:00,5.354112896,7.04836384,184.436,54.2588,1.6732284,2.89,231.83,56.8616,1012.428,54.266,-17966.2
06/04/2021 16:20:00,5.59923112,6.514974144,161.384,54.4208,1.7388452,3.07,231.25,56.876,1012.428,54.428,-17966.2
06/04/2021 16:40:00,6.559682464,7.848448384,179.051,54.7088,1.64042,3.05,235.31,57.4394,1012.465,54.716,-17966.2
06/04/2021 17:00:00,6.829293072,7.734150592,185.432,55.049,1.5419948,2.84,247.36,57.2666,1012.475,55.04,-17966.2
06/04/2021 17:20:00,7.237305088,9.791510848,171.092,55.2164,1.5419948,2.87,232.92,58.7156,1012.568,55.22,-17966.2
06/04/2021 17:40:00,7.484561536,8.419937344,161.513,55.3334,1.6076116,2.91,244.21,58.37,1012.5,55.328,-17966.2
06/04/2021 18:00:00,8.217389216,10.09630496,151.676,55.3514,1.64042,3.03,238.17,58.4348,1012.277,55.346,-17966.2
06/04/2021 18:20:00,8.31671944,9.601014528,159.596,55.3766,1.6732284,3.0,236.63,59.0288,1012.057,55.382,-17966.2
